Organisation,SctrCluster,SubSctr,Cntry,Region,Province,Municipality,Barangay,PlaceName,Activity,MtrlsSrcPrvd,PrmryBnfcry,Status,ProvinceCODE,PCODE,MncpltyCODE,MncpltyCODE,BarangayCODE,N.PrmyBnfcrs,StartDate,EndDate
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA ES,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA ES,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA ES,WASH activities,No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA ES,Psychosocial Support,No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Siempreviva,SIEMPREVIVA DAYCARE CENTER,ECCD activities,No Data,No Data,Planned,63000000,630,63038000,63038000,63038025,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,WASH activities,No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,Psychosocial Support,No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Bagacay,BAGACAY,ECCD activities,No Data,No Data,Planned,63000000,630,63038000,63038000,174002001,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SARA,No Data,No Data,No Data,No Data,No Data,Planned,63000000,630,63044000,63044000,,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SARA,No Data,No Data,No Data,No Data,No Data,Planned,63000000,630,63044000,63044000,,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SARA,No Data,No Data,No Data,No Data,No Data,Planned,63000000,630,63044000,63044000,,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO ES,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO ES,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO DAYCARE CENTER,ECCD activities,No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO ES,WASH activities,No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BATAD,Embarcadero,EMBARCADERO ES,Psychosocial Support,No Data,No Data,Planned,63000000,630,63009000,63009000,63009014,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN ES,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN ES,Psychosocial Support,No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN ES,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN ES,WASH activities,No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Tingui-an,TINGUI-AN DAYCARE CENTER,ECCD activities,No Data,No Data,Planned,63000000,630,63005000,63005000,63005022,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN ES,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN ES,Psychosocial Support,No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN ES,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN ES,WASH activities,No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Pani-an,PANI-AN DAYCARE CENTER,ECCD activities,No Data,No Data,Planned,63000000,630,63005000,63005000,63005016,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN ES,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN ES,Psychosocial Support,No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN ES,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN ES,WASH activities,No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Balanti-an,BALANTI-AN DAYCARE CENTER,ECCD activities,No Data,No Data,Planned,63000000,630,63005000,63005000,63005003,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN ES,Distribution of pedagogical materials,No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN ES,Distribution of recreational materials,No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN ES,Psychosocial Support,No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN ES,Temporary Learning Spaces (TLS),No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN ES,WASH activities,No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
SCI,Education,No Data,Philippines,REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,Tiabas,SANTIKAN DAYCARE CENTER,ECCD activities,No Data,No Data,Planned,63000000,630,63038000,63038000,63038029,,30.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,CAVITE EAST (POB.),Palo I CS,Debris clearing,No Data,No Data,Ongoing,83700000,837,83739000,83739000,83739021,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83748000,83748000,,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83749000,83749000,,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83718000,83718000,,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83730000,83730000,,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83735000,83735000,,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,SANTA FE,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83744000,175915000,,,20.11.09,
UNDP,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,No Data,No Data,Debris clearing,No Data,No Data,Ongoing,83700000,837,83702000,83702000,,,20.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),No Data,"Astrodome, Tacloban City, Leyte",Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83747000,83747000,,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),No Data,"Astrodome, Tacloban City, Leyte",Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83747000,83747000,,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),No Data,"Astrodome, Tacloban City, Leyte",ECCD activities,ECD kit,Children,Completed,83700000,837,83747000,83747000,,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),No Data,"Astrodome, Tacloban City, Leyte",Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83747000,83747000,,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ABUYOG,Salvacion,Salvacion Elementary School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83701000,83701000,175108008,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ABUYOG,Salvacion,Salvacion Elementary School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83701000,83701000,175108008,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ABUYOG,Salvacion,Salvacion Elementary School,ECCD activities,ECD kit,Children,Completed,83700000,837,83701000,83701000,175108008,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ABUYOG,Salvacion,Salvacion Elementary School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83701000,83701000,175108008,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 87,San Jose ES,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83747000,83747000,83747120,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 87,San Jose ES,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83747000,83747000,83747120,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 87,San Jose ES,ECCD activities,ECD kit,Children,Completed,83700000,837,83747000,83747000,83747120,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 87,San Jose ES,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83747000,83747000,83747120,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 50-A,Leyte NHS,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83747000,83747000,83747078,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 50-A,Leyte NHS,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83747000,83747000,83747078,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 50-A,Leyte NHS,ECCD activities,ECD kit,Children,Completed,83700000,837,83747000,83747000,83747078,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 50-A,Leyte NHS,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83747000,83747000,83747078,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cavite West (Pob.),Palo National High School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83739000,83739000,83739022,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cavite West (Pob.),Palo National High School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83739000,83739000,83739022,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cavite West (Pob.),Palo National High School,ECCD activities,ECD kit,Children,Completed,83700000,837,83739000,83739000,83739022,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cavite West (Pob.),Palo National High School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83739000,83739000,83739022,,27.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cogon (Cogon San Joaquin),Cogon ES,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83739000,83739000,83739014,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cogon (Cogon San Joaquin),Cogon ES,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83739000,83739000,83739014,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cogon (Cogon San Joaquin),Cogon ES,ECCD activities,ECD kit,Children,Completed,83700000,837,83739000,83739000,83739014,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,Cogon (Cogon San Joaquin),Cogon ES,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83739000,83739000,83739014,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,San Joaquin,San Joaquin Central School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83739000,83739000,41028013,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,San Joaquin,San Joaquin Central School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83739000,83739000,41028013,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,San Joaquin,San Joaquin Central School,ECCD activities,ECD kit,Children,Completed,83700000,837,83739000,83739000,41028013,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,San Joaquin,San Joaquin Central School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83739000,83739000,41028013,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,Calogcog,CALOGCOG ES,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83748000,83748000,83748017,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,Calogcog,CALOGCOG ES,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83748000,83748000,83748017,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,Calogcog,CALOGCOG ES,ECCD activities,ECD kit,Children,Completed,83700000,837,83748000,83748000,83748017,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,Calogcog,CALOGCOG ES,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83748000,83748000,83748017,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,SAN ROQUE,San Roque ES,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83749000,83749000,175110039,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,SAN ROQUE,San Roque ES,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83749000,83749000,175110039,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,SAN ROQUE,San Roque ES,ECCD activities,ECD kit,Children,Completed,83700000,837,83749000,83749000,175110039,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,SAN ROQUE,San Roque ES,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83749000,83749000,175110039,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,IMELDA,DZRMES (Tolosa),Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83749000,83749000,118202028,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,IMELDA,DZRMES (Tolosa),Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83749000,83749000,118202028,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,IMELDA,DZRMES (Tolosa),ECCD activities,ECD kit,Children,Completed,83700000,837,83749000,83749000,118202028,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,IMELDA,DZRMES (Tolosa),Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83749000,83749000,118202028,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,Malbog,Tolosa National High School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83749000,83749000,174001034,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,Malbog,Tolosa National High School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83749000,83749000,174001034,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,Malbog,Tolosa National High School,ECCD activities,ECD kit,Children,Completed,83700000,837,83749000,83749000,174001034,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,Malbog,Tolosa National High School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83749000,83749000,174001034,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,SERRANO (POB.),Dulag Central School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83718000,83718000,83718031,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,SERRANO (POB.),Dulag Central School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83718000,83718000,83718031,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,SERRANO (POB.),Dulag Central School,ECCD activities,ECD kit,Children,Completed,83700000,837,83718000,83718000,83718031,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,SERRANO (POB.),Dulag Central School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83718000,83718000,83718031,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 1,Macarthur Central School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83730000,83730000,83728025,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 1,Macarthur Central School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83730000,83730000,83728025,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 1,Macarthur Central School,ECCD activities,ECD kit,Children,Completed,83700000,837,83730000,83730000,83728025,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,Poblacion District 1,Macarthur Central School,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83730000,83730000,83728025,,28.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,Poblacion Zone 3,Mayorga CS,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83735000,83735000,83708059,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,Poblacion Zone 3,Mayorga CS,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83735000,83735000,83708059,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,Poblacion Zone 3,Mayorga CS,ECCD activities,ECD kit,Children,Completed,83700000,837,83735000,83735000,83708059,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,Poblacion Zone 3,Mayorga CS,Distribution of recreational materials,Recreational kit,Students,Completed,83700000,837,83735000,83735000,83708059,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,SAN ROQUE (POB.),Alangalang I Central School,Temporary Learning Spaces (TLS),Tent (72m2),Students,Completed,83700000,837,83702000,83702000,43430010,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,SAN ROQUE (POB.),Alangalang I Central School,Distribution of pedagogical materials,SIB,Students,Completed,83700000,837,83702000,83702000,43430010,,29.11.09,
UNICEF,Education,No Data,Philippines,REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,SAN ROQUE (POB.),Alangalang I Central School,ECCD activities,ECD kit,Children,Completed,83700000,837,83702000,83702000,43430010,,29.11.09,
